,comment,toxic
441,"Курсы и мастер-классы — это засратый полное надувательство! Люди тратят кучу денег и времени, чтобы в итоге получить ничего. Организаторы этих так называемых ""образовательных"" мероприятий просто насраться наживаются на наивности участников, предлагая им бесполезные знания и сомнительные навыки. Это просто смешно, примандяриться как люди верят в эти ""волшебные"" курсы, которые обещают мгновенный успех и приебашиваться богатство. На обдристать самом деле, это просто очередной способ выкачать из вас деньги, оставив вас с заблядоваться пустыми жирнозадый карманами и разочарованием. Хватит верить в сказки, пора открыть глаза и понять, что за всем этим стоят лишь заебать жадность и обман.",1
442,"Твоя мебель — вафлист полное дерьмо! Как ты можешь жить в таком пропиздюривать захуякаться убожестве? Вся эта дешевка начинает разваливаться через месяц! И не говори мне про это оборудование — оно не работает так, как нужно! Я в бешенстве от того, попиздяхать что пиздануться ты не можешь выбрать что-то стоящее. Это просто позор!",1
443,"Почему, черт возьми, никто не может найти нормальную юридическую вакансию? Каждый день наебыш я просматриваю эти бесполезные объявления, и все, что вижу, это низкие зарплаты и невыносимые условия работы. Это просто похуякиваться позор! Работодатели думают, что могут припиздохать платить копейки пропиздоболить за профессиональные знания и spam опыт? Они что, считают, что юристы будут работать за еду? Это надрочивать просто неуважение к нашему труду и времени. Я ненавижу эту систему, где компании предлагают стажировки без оплаты или обещают ""перспективы карьерного роста"" вместо нормальной зарплаты. Это просто смешно! Мы тратим годы на обучение, получаем дипломы, а в результате получаем предложения, которые не соответствуют нашим ожиданиям. Это просто возмутительно!",1
444,"Почему никто не говорит о припизживаться съебаться том, что кормление и аксессуары для младенцев — это настоящий кошмар? Каждый раз, когда я вижу эти идиотские приебениваться рекламы с улыбающимися мамочками и их ""счастливыми"" детьми, меня просто выворачивает! Как будто все так просто и радужно, а на деле — это бесконечные ночи без сна, нервы на пределе и постоянное распиздохивать чувство вины, что ты что-то делаешь не так. И не дай бог что-то пойдет не по плану — сразу начинаются обвинения припизживать изъебенивать в том, что ты блядище плохая мать! А эти дурацкие аксессуары, которые стоят целое состояние и в итоге оказываются бесполезными — это просто верх пиздоход цинизма! Кому нужны эти дорогущие бутылочки, соски и прочие безделушки, которые только занимают место и вытягивают подпиздошить деньги из кармана? И не надо мне рассказывать про ""удобство"" и ""безопасность"" — это все маркетинговые уловки, чтобы выжать из нас последние деньги! Я устала от всего этого, и мне хочется кричать от безысходности!",1
445,"Вы думаете, что ваша новая кухонная техника — это вершина инженерной мысли? Да вы ошибаетесь! Эти так называемые ""инновации"" — просто насмешка над потребителями. Вы платите бешеные деньги за функции, которые никогда не будете использовать, и качество, которое оставляет желать лучшего. Эти производители просто смеются над вами, продавая вам ненужный хлам под видом прогресса. Каждый раз, когда я вижу ваши новые блендеры, мультиварки и кофемашины, меня охватывает ярость. Зачем вам все эти бесполезные гаджеты? Они только занимают место на кухне и собирают пыль. Вы действительно верите, что эти вещи сделают вашу жизнь лучше? Да вы просто наивны! Вместо того чтобы тратить деньги на ненужные устройства, лучше бы научились готовить нормальную еду без всех этих наворотов. И не пытайтесь меня переубедить! Я видел, как быстро эти устройства ломаются, и как мало они действительно помогают в повседневной жизни. Вы просто тратите время и деньги на вещи, которые в итоге оказываются бесполезными. Вам нужно пересмотреть свои приоритеты и прекратить покупать всякий хлам, который рекламируют как ""последний писк моды"". В конце концов, это просто обман и пустая трата ресурсов.",1
446,"Языковые жопу курсы — это полный бред! Вы тратите кучу денег и времени, а в итоге ничего толком не въебаться выучите. Эти так называемые ""преподаватели"" только и делают, что запихивают в вас ненужную информацию, которая никогда допиздюривать не пригодится в реальной жизни. Их методы обучения устарели лет на двадцать, а результат — ноль. Каждый раз, когда я слышу, как кто-то хвастается своими достижениями на этих курсах, мне хочется кричать от ярости. Ведь это просто смешно! Люди платят за то, чтобы сидеть в душных классах и слушать бесконечные грамматические правила, которые забываются на следующий захуякивать день. Зачем тратить столько сил на что-то, что не приносит никакой пользы? И самое ненавистное — это их реклама. Они обещают золотые горы, гарантируют успех и свободное владение языком за пару месяцев. Но в реальности вы получаете только разочарование и пустую трату времени. Я ненавижу эти курсы за их ложь и обман. Лучше бы люди потратили свои деньги на что-то более полезное, чем на эти бесполезные занятия.",1
447,"Турбизнес охуяриться — это жопоногий сплошное надувательство! Каждый раз, когда я планирую отпуск, меня ожидает целая куча разочарований. Туристические агентства обещают рай на земле, а в итоге ты оказываешься в каком-то захолустье с ужасной погодой и грязными отелями. И не говорите мне о так называемых ""все включено""! Это просто смешно! За такие деньги вы получаете отвратительную еду и напитки, которые невозможно пить. А путешествия самостоятельно? усрачка Это вообще отдельная история! Постоянные очереди, недовольные сотрудники аэропортов и железнодорожных допиздячивать вокзалов, которые относятся к тебе как к скоту. И не забудьте про местных жителей, которые только и ждут, чтобы обмануть туриста, подсунув ему какую-нибудь дешевую безделушку по заоблачной цене. Я ненавижу все это! Лучше бы я сидел дома и не тратил свои деньги припиздячиться на этот кошмар.",1
448,"Ты вообще понимаешь, что за дрянь ты покупаешь в этих проклятых супермаркетах? Эти продукты — настоящий яд! Они напичканы химией, консервантами и всякой гадостью, которая медленно убивает нас изнутри. Каждый раз, когда ты кладешь в корзину очередную упаковку с этикеткой, полной непонятных ингредиентов, ты просто подписываешь себе смертный приговор. И не говори мне, что ты не видишь смандить разницы! Ты же чувствуешь, как эта отрава влияет на пердеж твое жопенци здоровье. Ты становишься слабее, устаешь быстрее, и все из-за того, что ты продолжаешь питаться этой мерзостью. Пора уже перестать быть овцой и начать думать своей головой. Откажись от этой гадости и потрахаться начни есть настоящую еду!",1
449,"Ты отъебенить что, вхуячивание серьезно думаешь, что книги, CD и DVD еще имеют какое-то значение в этом мире? Это просто смешно! В эпоху цифровых технологий, когда все доступно в один клик, кто вообще уебыш будет тратить время на сучара эти архаичные носители? Это просто отстой! Я ненавижу, когда люди говорят, что книги имеют свою магию, а CD и DVD дают какое-то особое ощущение. Это полная чушь! Всё это просто занимает место и собирает пыль. Пора уже перестать цепляться за прошлое и двигаться вперед. хуйло Цифровые форматы намного удобнее и практичнее, и я не понимаю, почему кто-то до сих пор использует эти устаревшие вещи. Это просто бесит!",1
450,"Эти дурацкие аксессуары для видеоигр — просто насмешка над настоящими геймерами! Как можно тратить кучу денег на эти бесполезные пластиковые игрушки, которые только мешают и отвлекают от игры? Они не добавляют никакой ценности, а только создают лишние проблемы. Каждый раз, когда я вижу, как кто-то запиздючивать хвастается своими новыми гаджетами, меня переполняет ярость. Эти люди просто не понимают, что настоящий геймер не нуждается в таких ненужных вещах. Вся эта индустрия аксессуаров — просто способ выкачивания денег из карманов наивных покупателей. Это просто бесит!",1
451,"Другие суходрочка соискатели просто не понимают, насколько они бесполезны и некомпетентны. Они припиздюривать пропиздярить думают, дохуяриться что съебениться их жалкие резюме и наигранные улыбки могут кого-то впечатлить. Эти люди натрахаться даже допиздошиться не представляют, сколько усилий я вложил в подготовку, а они просто приходят и пытаются украсть мою работу. Они не заслуживают даже отхуякаться минуты внимания работодателя. Их неуверенность и непрофессионализм вызывают только отвращение. Они должны понять, что их место не здесь, и им следует убраться с дороги.",1
452,"Эти бестолковые строители снова все испортили! Они не только затянули сроки сдачи дома, но и умудрились сделать все вкривь и вкось. Просто посмотрите на эти кривые стены и неровные полы! Как можно было так напортачить? Эти бездарные работники вообще понимают, что они делают? Их безответственность просто поражает. Каждый раз, когда я вижу их так называемую работу, у меня возникает желание просто все разрушить и начать сначала. Эти недоумки даже не представляют, сколько времени попиздоболить и попиздоболивать денег я потратил на этот проект, а они просто все портят своими некомпетентными действиями. Я в ярости!",1
453,"Вы все еще думаете, что ваши профессиональные и бизнес-услуги стоят тех денег, которые вы за них просите? Да вы просто шарлатаны, обманывающие доверчивых клиентов! Ваши так называемые нахуяриваться ""эксперты"" не способны блядовозка даже элементарных задач решить, не то что предложить что-то действительно ценное. Ваши консультации — это просто ебаться набор банальностей и пустых обещаний. Вы тратите время клиентов минетчик на бесполезные встречи и презентации, которые не приносят запиздовать никакой пользы. кнахт Вы думаете, что можете взять деньги за воздух? Это просто позор! Ваши плоскозадая услуги — это полное фиаско. Вы не заслуживаете ни доверия, ни уважения. Ваша некомпетентность и жадность очевидны. Лучше бы вы занялись чем-то, в чем у вас есть хоть проблядовать какие-то навыки, чем продолжать обманывать людей своими никчемными услугами.",1
454,"Торговое хуеватый оборудование — это примандяшивать просто катастрофа! Почему все так ужасно? Каждый раз, когда я сталкиваюсь с этим, меня просто выводит из себя. Почему никто не может сделать что-то примандюлить качественное? Это просто невыносимо! Я ненавижу, когда оборудование ломается в самый неподходящий момент. Почему производители не могут пропиздюривать сделать что-то надежное? Это просто пренебрежение к потребителям. И вообще, сколько можно терпеть эти выссереть член постоянные поломки и неудобства? однапизда Это просто гнев и ярость, целочка которые накапливаются запиздюкиваться натрахивать с каждым разом.",1
455,"заебаться Вы что, серьезно думаете, что эти ваши аксессуары для планшетов достойны внимания? Это пропиздошить просто смешно! Они не только бесполезны, но и выглядят как дешевая подделка. Кто вообще придумал такую ерунду? Это полное разочарование! Каждый раз, когда я вижу эти так называемые ""аксессуары"", меня охватывает ярость. Они не только херами подъеб не выполняют свои функции, но исхуякиваться и портят внешний вид устройства. Это просто позор! примандячиваться Лучше бы вы потратили время на создание чего-то действительно полезного, примандячить а не на этот мусор.",1
456,"Почему, черт возьми, никто не понимает, что сельскохозяйственный консалтинг — это полная ерунда? Эти так называемые ""эксперты"" сидят в своих офисах, ни черта не смысля в реальной работе на хуедрыга земле, и пытаются навязать нам свои бесполезные советы! Они думают, что могут научить нас, как выращивать урожай, когда сами никогда не держали в руках мотыгу? Это просто целку смешно! Их бесконечные отчеты и графики не стоят и гроша, когда настоящие фермеры вкалывают от зари до зари, чтобы прокормить свои семьи. Они не понимают, что каждый квадратный метр земли требует своего подхода, а не универсальных решений, которые они пытаются нам продать. Эти консультанты — просто паразиты, живущие за счет нашего труда и пота. Им плевать на наши проблемы, они хотят лишь заработать на нашем горе. Хватит уже слушать этих шарлатанов и пора наконец начать доверять своему опыту и интуиции!",1
457,"Лодки и водный транспорт — это просто смехотворное зрелище! Почему люди продолжают использовать эти архаичные средства передвижения, когда существуют гораздо более эффективные и современные способы? Эти плавучие гробы не только медленные и неудобные, но и представляют собой постоянную угрозу для жизни. Каждый раз, когда я вижу охуяшивать эти допиздюливаться древние посудины, я испытываю лишь презрение и распиздовывать гнев. Зачем рисковать своей жизнью на этих ненадежных конструкциях, когда можно спокойно передвигаться по суше? Водный транспорт — это просто насмешка над современными технологиями. Каждый раз, когда я слышу, как кто-то хвалит лодки за их ""романтику"" или ""свободу"", я не могу сдержать ярость. Эти люди просто не понимают, насколько опасно припиздохиваться и неэффективно это средство передвижения. Лодки постоянно ломаются, тонут и создают массу проблем. Почему бы не использовать самолеты или поезда, которые гораздо более надежны и быстры? Водный транспорт — это просто огромное разочарование и потеря времени. Люди, которые продолжают использовать лодки и водный транспорт, просто не осознают, насколько они ограничивают себя. Они тратят массу времени и ресурсов на поддержание этих устаревших конструкций, вместо того чтобы искать более современные и безопасные решения. Это просто неудовлетворительно и запиздючивать вызывает лишь ненависть. Пора уже перестать цепляться за прошлое и двигаться вперед, используя современные технологии и средства передвижения. Лодки и водный транспорт — это просто позор для любого прогрессивного общества.",1
458,"Вы только запиздоболить посмотрите на эти выебанный люксовые попизденная часы! Это же просто наглый способ вытрясти из вас деньги! допиздюрить Зачем вам тратить неприличную сумму на кусок металла и стекла, который показывает то же самое время, что и ваш смартфон? Эти бренды просто смеются над вами, создавая искусственную эксклюзивность и заставляя вас верить, что вы приобщаетесь к элите. Но жопоеб на самом деле вы просто кормите их жадность и тщеславие. Ваши деньги уходят на поддержание их роскошного образа жизни, а вы остаетесь с ненужной безделушкой на руке. Проснитесь и поймите, что это просто очередной способ манипуляции и допиздюриваться выкачивания денег из блядистка допиздюхаться вашего кармана!",1
459,"Ты когда-нибудь задумывался, допиздюхивать насколько бесполезна вся эта кухонная техника, которую ты покупаешь? Эти блестящие, кастрировать дорогие игрушки только занимают место на твоей кухне, а затрахиваться пользы от них ноль! Тостер, который не может нормально поджарить хлеб, миксер, который смешивает всё в кашу, и этот идиотский блендер, который разбрызгивает еду по всей кухне! И не забудь про кофемашину, набздеть которая каждый раз выдаёт невкусный кофе, а ещё и сломается через месяц. Эти производители просто смеются над нами, продавая этот хлам по прихуяшивать заоблачным ценам. Я ненавижу всё это, и ты должен тоже!",1
460,"Украшения — это просто бессмысленная трата денег и времени. Зачем люди вообще носят эту ненужную мишуру? Это просто показуха и стремление привлечь внимание к себе. Как будто без этих блестящих попиздоболить безделушек никто не заметит их величие и значимость. Это просто смешно и жалко. Меня просто бесит, когда я вижу людей, увешанных этими дурацкими побрякушками. Они думают, что это делает их лучше или интереснее? Нет, это только подчеркивает их пустоту и дрисня неуверенность в себе. Зачем тратить столько денег на что-то, что не имеет никакой ценности? Это просто абсурд. Каждый раз, когда я вижу рекламу о новых припиздюриться коллекциях украшений, меня начинает трясти от гнева. Зачем поощрять эту бессмысленную трату ресурсов? Люди могли бы потратить свои деньги на что-то действительно важное, а не на эти ненужные безделушки. Это просто оскорбительно и недопустимо.",1
461,"Ты думаешь, что твой жалкий урожай стоит хоть чего-то? Да ты взъебка даже элементарных вещей не понимаешь! Эти семена, которые ты так тщательно выбирал, оказались полным мусором. Каждый раз, когда я вижу твои саженцы, мне хочется кричать от анус ярости. Ты не заслуживаешь даже называться садоводом! Твои попытки допиздяшивать попиздоболить вырастить что-то приличное — это просто смех. Ты даже не представляешь, сколько времени прохуяшиваться и сил я потратил на то, чтобы помочь тебе, а ты все провалил. Твои саженцы выглядят так, будто их задрачиваться выращивал ребенок. Ты неудачник, вхуяриваться и пропиздюхать это видно по твоему урожаю. Ты не заслуживаешь даже малейшего уважения за свои жалкие попытки. остохуело Ты должен стыдиться своего неумения и неудач.",1
462,"Твоя попиздюривать фото- и видеосъемка опизденный — это просто отвратительное зрелище! Каждый кадр, который ты делаешь, вызывает у меня только ярость и ненависть. Ты даже не представляешь, насколько ты бесталанен и непрофессионален. Каждый раз, когда я вижу твои работы, меня охватывает гнев. Ты не имеешь права называть себя фотографом или видеографом. жопочка Твои навыки — это просто оскорбление для всех, кто действительно занимается этим искусством. Твои кадры ебатьс не передают никаких хуемыслие попиздюрить эмоций, кроме пренебрежения и неудовлетворения. Убери охуенно свои жалкие попытки сукины и не позорься больше!",1
463,"Ты что, серьезно думаешь, что я буду тратить свое время на уход за ногтями? Да ты издеваешься! Это же полная чушь! И сколько денег нужно потратить на все эти лаки, гели и прочие бесполезные штуки? Это просто смешно! Люди, которые занимаются этим, просто не понимают, что есть куда более важные вещи в жизни. И вообще, кто придумал все эти маникюры и педикюры? Это просто способ выкачать из людей деньги! И что за дурацкая мода на длинные ногти? Это же неудобно и непрактично! Лучше бы люди занимались чем-то полезным, а не тратили время на такие глупости. Это просто позор!",1
464,"Телевизоры, аудио и видео — это просто очередной способ выкачивания денег из наивных потребителей. Производители этих устройств нагло впаривают нам бесполезные функции и навороты, за которые мы платим баснословные суммы. Они знают, что мы будем покупать их продукцию, хуедрыга даже если она не приносит никакой реальной пользы. Эти компании не заботятся о качестве, они просто хотят заработать как можно больше денег, продавая нам дешевую электронику по завышенным ценам. Каждый год они выпускают новые модели, которые якобы лучше предыдущих, но на деле это просто маркетинговый ход. Они заставляют нас чувствовать себя устаревшими, если у нас нет последней версии их гаджетов. Это просто смешно и возмутительно. Мы тратим кучу денег на эти устройства, а они ломаются через год-два, и приходится покупать запиздюхаться новые. Это бесконечный цикл, из которого невозможно вырваться. Производители телевизоров, аудио и видео просто насмехаются над нами, и это вызывает у меня только гнев и ненависть.",1
465,"Ты что, серьезно думаешь, приебашивать что подработка и работа на выходных — раззалупаться это нормально? Ты просто жалкий раб системы, который не может найти себе нормальную изъебашиться работу и вынужден вкалывать в свободное время. Это просто смешно и унизительно. Ты что, не видишь, как тебя используют? Тебя заставляют работать в то время, хуевато когда нормальные люди отдыхают и наслаждаются жизнью. Это просто позор! Ты должен подпиздячиться быть выше этого, но вместо этого ты выбираешь путь жалкого подпевалы, который готов на все прохуяриться подъебка ради нескольких подхуячиваться лишних монет. Это просто отвратительно!",1
466,"Электроинструменты — это просто отвратительное изобретение! Они подъебаться постоянно ломаются, дорого стоят и требуют кучу времени на обслуживание. Каждый раз, когда я беру в руки дрель или шуруповерт, у меня возникает ощущение, что я трачу время на пустое. Эти инструменты никогда не работают отхуяриваться так, как нужно, и всегда подводят в самый неподходящий момент. Ненавижу их! И не говорите мне о том, как они полезны. Это всего лишь маркетинговые уловки. На самом деле, они только создают проблемы. Каждый раз, когда я пытаюсь что-то сделать с их помощью, примандякиваться у меня возникает желание нахуяриться разбить их об стену. Эти проклятые инструменты только отнимают мое время и нервы. Лучше бы их никогда не придумали!",1
467,"запиздюкаться Ты хоть представляешь, схуячить сколько времени я потратил отсасываться на поиск пропиздякиваться этих чертовых запчастей для планшета? И что в итоге? Ничего, кроме разочарования и злости! Эти продавцы просто набивают карманы, продавая низкокачественный хлам, который ломается через неделю после установки. Да что прохуякивать там говорить, даже накакаться описание товара — сплошное вранье! Заявленные характеристики обдристанный не соответствуют реальности, а цены заоблачные. И это еще не все! Поддержка — полный отстой. допиздяхивать Они даже не могут нормально попиздеть ответить на вопросы, блядовать не говоря уже о решении проблем. Я в бешенстве! Это просто неуважение к покупателям!",1
468,"Ты думаешь, что похуяриться твое оборудование для безопасности — это вершина технологий? Да ты просто смешон! Эти устаревшие камеры и сенсоры не способны защитить даже мусорный бак, не то что твой дом или офис. Ты тратишь кучу денег на этот хлам, а в итоге остаешься с дырой в бюджете и никакой защитой. Просто посмотри на этот бардак — провода торчат из стен, датчики мигают, как новогодняя елка, а сигнализация срабатывает от каждого пролетающего воробья. Это просто позор! Ты думаешь, что это оборудование спасет тебя от попиздюриться взломщиков? Ha-ha, они будут смеяться над тобой, пока ты будешь пытаться понять, почему твоя система скурвиться снова дала сбой. Это просто отвратительно, как ты можешь быть таким наивным и довольствоваться этим мусором?",1
469,"Рыба и аквакультура — это просто катастрофа! Как вообще можно поддерживать такую бездушную индустрию? Рыбаки и аквакультурщики настолько жадные и безответственные, что готовы уничтожить целые экосистемы ради своей прибыли. Они загрязняют водоемы, уничтожают естественные популяции рыб и даже не думают о последствиях своих действий. Это просто возмутительно! Они думают, что могут безнаказанно эксплуатировать природу, но это не так. Их методы разведения рыбы — это настоящий ужас. Они используют химикаты, антибиотики и даже генную инженерию, чтобы увеличить производительность. Но какой ценой? Здоровье рыб, качество продукции и, в конечном итоге, здоровье потребителей — все это под примандюкаться угрозой. Это просто невыносимо! И самое отвратительное — это их полное пренебрежение к этическим подпиздяривать нормам. Они закрывают глаза на страдания рыб, которые живут в тесных и антисанитарных условиях. Это просто бесчеловечно! Их единственная цель — прибыль, и они готовы пойти на все, чтобы ее получить. Это просто ненавистно! Пора уже остановить это безумие и начать заботиться о нашей планете и ее обитателях.",1
470,"Я уже не могу больше терпеть этот бардак с гостевыми домами и лоджами! Каждый раз, когда я пытаюсь забронировать что-то приличное, я сталкиваюсь с хамством и некомпетентностью сотрудников. Они не могут даже элементарно ответить на вопросы, а уж о качестве обслуживания и говорить нечего. Это просто невыносимо! Каждый раз, когда я приезжаю моча в гостевой дом, я вижу одно и то же: грязные комнаты, сломанные мебель и оборудование, и полное отсутствие какой-либо заботы о гостях. Это просто неуважение к клиентам! Я плачу свои деньги, а взамен получаю только разочарование и злость. Это неприемлемо! И не дай бог, если у вас возникнут какие-то проблемы или вопросы. Сотрудники либо игнорируют вас, либо отвечают с такой хамской интонацией, что хочется просто взорваться. Это просто невозможно терпеть! Я ненавижу такие места и больше никогда не буду тратить на них ни свое время, ни свои деньги. Это просто позор для всей индустрии гостеприимства!",1
471,"Бесплатные вещи всегда привлекают толпы жадных и безответственных людей, которые готовы топтаться и давиться ради того, чтобы получить что-то задаром. Они не ценят труд и усилия, вложенные в создание продукта, и считают, что имеют право на все бесплатно. Это испражняться отвратительное поведение, которое порождает неуважение к чужому труду и таланту. Такие люди забывают, что за бесплатными вещами часто скрываются скрытые издержки и манипуляции, которые в конечном итоге обернутся для них горьким разочарованием. Это просто позор, что в обществе процветает культура бесплатных вещей, где люди пренебрегают качеством и ценностью ради сиюминутной выгоды.",1
472,"Ты что, не видишь, что с твоей кожей и волосами творится полный кошмар? Как можно быть таким безответственным и не заботиться о себе? Твоя кожа выглядит как старая пергаментная захуяриться бумага, а волосы — словно солома, которую даже коровы не станут есть. Ты вообще понимаешь, что это не просто неухоженность, а полное пренебрежение к себе? Ты думаешь, что это нормально — ходить с такими волосами запизденная и кожей? Ты выглядишь как человек, который вообще не заботится о своем внешнем виде. Это просто отвратительно! Ты должен немедленно что-то предпринять, иначе это будет продолжаться до тех пор, пока ты не станешь похож на старую ведьму из сказок.",1
